	_id	name	date	lineages
40	2021.02.17.431579	Traditional use of Cissampelos pareira L. for hormone disorder and fever provides molecular links of ESR1 modulation to viral inhibition	2021-02-17 00:00:00	sars-cov-2 delta variant
68	pmid32793619	Relationship Between COVID-19 Infection and Liver Injury: A Review of Recent Data.	2020-09-28 00:00:00	sars-cov-2 gamma variant
68	pmid32999264	Clinical Features and Liver Injury in Patients with COVID-19 in the Japanese Population.	2020-11-14 00:00:00	sars-cov-2 gamma variant
51	pmid32802573	Adaptation of a Gamma Knife Icon stereotactic radiosurgery program in the face of the COVID-19 pandemic.	2020-09-28 00:00:00	sars-cov-2 gamma variant
81	2020.06.04.20121830	Effect of gamma sterilization on filtering efficiency of various respiratory face-masks	2020-06-05 00:00:00	sars-cov-2 gamma variant
51	2020.07.01.182741	SARS-CoV-2 reactive T cells in uninfected individuals are likely expanded by beta-coronaviruses	2020-07-01 00:00:00	sars-cov-2 beta variant
92	2020.06.24.20139626	Uncertainty stress, and its impact on disease fear and prevention behaviors during the COVID-19 epidemic in China: A panel study	2020-06-26 00:00:00	sars-cov-2 beta variant
53	2020.03.05.20032003	The prevalence and influencing factors for anxiety in medical workers fighting COVID-19 in China: A cross-sectional survey	2020-03-08 00:00:00	sars-cov-2 beta variant
91	pmid33571169	Antibody responses to endemic coronaviruses modulate COVID-19 convalescent plasma functionality.	2021-02-17 00:00:00	sars-cov-2 beta variant
11	pmid33445785	The Long-Term Evolutionary History of Gradual Reduction of CpG Dinucleotides in the SARS-CoV-2 Lineage.	2020-12-29 00:00:00	sars-cov-2 beta variant
38	2020.10.15.20209817	Repurposed antiviral drugs for COVID-19; interim WHO SOLIDARITY trial results	2020-10-15 00:00:00	sars-cov-2 beta variant
89	pmid33457304	Epidemiological and clinical characteristics analysis of 11 children with 2019 novel coronavirus infection in Chongqing: a single-center retrospective study.	2021-01-19 00:00:00	sars-cov-2 gamma variant
90	zenodo.4007638	Redesign of the didactics of S(E)IR(D) -> SI(EY)A(CD) models of infectious epidemics	2020-08-29 00:00:00	sars-cov-2 gamma variant
1	pmid33489841	Endocrine Involvement in COVID-19: Mechanisms, Clinical Features, and Implications for Care.	2020-08-06 00:00:00	sars-cov-2 beta variant
41	pmid33841165	Identification of Plitidepsin as Potent Inhibitor of SARS-CoV-2-Induced Cytopathic Effect After a Drug Repurposing Screen.	2021-04-13 00:00:00	sars-cov-2 gamma variant
59	pmid33411127	The Impact of the Coronavirus Disease 2019 (COVID-19) Pandemic on Healthcare Workers with Pre-Existing Psychiatric Conditions.	2021-01-07 00:00:00	sars-cov-2 beta variant
18	2021.02.23.432486	A monocyte/dendritic cell molecular signature of SARS-CoV2-related multisystem inflammatory syndrome in children (MIS-C) with severe myocarditis	2021-02-23 00:00:00	sars-cov-2 kappa variant
53	pmid33072810	The Yield and Consistency of the Detection of SARS-CoV-2 in Multiple Respiratory Specimens.	2020-10-19 00:00:00	sars-cov-2 kappa variant
73	pmid34069088	Utility of Different Surrogate Enzyme-Linked Immunosorbent Assays (sELISAs) for Detection of SARS-CoV-2 Neutralizing Antibodies.	2021-05-07 00:00:00	sars-cov-2 kappa variant
93	pmid32305249	A case of COVID-19 patient with the diarrhea as initial symptom and literature review.	2021-01-10 00:00:00	sars-cov-2 beta variant
18	2020.05.14.20102533	Heg.IA: An intelligent system to support diagnosis of Covid-19 based on blood tests	2020-05-18 00:00:00	sars-cov-2 kappa variant
35	pmid32253068	Recommendations for coronavirus infection in rheumatic diseases treated with biologic therapy.	2021-01-19 00:00:00	sars-cov-2 beta variant
48	pmid32780300	Multiple Sclerosis Disease-Modifying Therapy and the COVID-19 Pandemic: Implications on the Risk of Infection and Future Vaccination.	2020-12-18 00:00:00	sars-cov-2 gamma variant
89	2020.08.12.247825	TRIM28 regulates SARS-CoV-2 cell entry by targeting ACE2	2020-08-12 00:00:00	sars-cov-2 gamma variant
20	pmid32299202	COVID-19, immune system response, hyperinflammation and repurposing antirheumatic drugs	2020-12-18 00:00:00	sars-cov-2 beta variant
26	pmid33431578	Gut microbiota composition reflects disease severity and dysfunctional immune responses in patients with COVID-19.	2020-10-27 00:00:00	sars-cov-2 gamma variant
30	pmid33637237	Characterization of the aerosol chemical composition during the COVID-19 lockdown period in Suzhou in the Yangtze River Delta, China.	2020-09-17 00:00:00	sars-cov-2 delta variant
12	pmid32644208	Erythropoietin-induced hemoglobin subunit beta may stimulate innate immune RNA virus pattern recognition, suppress reactive oxygen species, reduce ACE2 viral doorway opening, and neutrophil extracellular traps against COVID-19.	2020-07-06 00:00:00	sars-cov-2 beta variant
16	2021.05.20.21257461	Efficacy Estimates for Various COVID-19 Vaccines: What we Know from the Literature and Reports	2021-05-21 00:00:00	sars-cov-2 gamma variant
16	2021.05.20.21257461	Efficacy Estimates for Various COVID-19 Vaccines: What we Know from the Literature and Reports	2021-05-21 00:00:00	sars-cov-2 beta variant
16	2021.05.20.21257461	Efficacy Estimates for Various COVID-19 Vaccines: What we Know from the Literature and Reports	2021-05-21 00:00:00	sars-cov-2 delta variant
76	2020.05.13.093971	Insights into molecular evolution recombination of pandemic SARS-CoV-2 using Saudi Arabian sequences	2020-05-14 00:00:00	sars-cov-2 beta variant
33	pmid33436524	Mosaic nanoparticles elicit cross-reactive immune responses to zoonotic coronaviruses in mice.	2021-01-13 00:00:00	sars-cov-2 beta variant
39	pmid33398248	Computationally predicted SARS-COV-2 encoded microRNAs target NFKB, JAK/STAT and TGFB signaling pathways.	2020-11-27 00:00:00	sars-cov-2 beta variant
42	pmid33117634	Health-Related Quality of Life and its Associated Factors in COVID-19 Patients.	2020-10-30 00:00:00	sars-cov-2 beta variant
98	2020.06.25.172312	Using the nucleocapsid protein to investigate the relationship between SARS-CoV-2 and closely related bat and pangolin coronaviruses	2020-06-26 00:00:00	sars-cov-2 beta variant
0	2020.04.09.20057901	Self-collection: an appropriate alternative during the SARS-CoV-2 pandemic	2020-04-11 00:00:00	sars-cov-2 kappa variant
66	2021.03.31.21254472	T-cell responses as a correlate of COVID-19 vaccination. A pilot study in Health Care Workers.	2021-04-05 00:00:00	sars-cov-2 gamma variant
20	pmid33692194	Original Antigenic Sin: the Downside of Immunological Memory and Implications for COVID-19.	2021-03-15 00:00:00	sars-cov-2 beta variant
34	pmid32283141	Serological immunochromatographic approach in diagnosis with SARS-CoV-2 infected COVID-19 patients.	2021-01-26 00:00:00	sars-cov-2 kappa variant
95	2020.06.11.147389	Whole blood immunophenotyping uncovers immature neutrophil-to-VD2 T-cell ratio as an early prognostic marker for severe COVID-19	2020-06-12 00:00:00	sars-cov-2 gamma variant
95	2020.06.11.147389	Whole blood immunophenotyping uncovers immature neutrophil-to-VD2 T-cell ratio as an early prognostic marker for severe COVID-19	2020-06-12 00:00:00	sars-cov-2 delta variant
10	pmid32149769	Repurposing of clinically approved drugs for treatment of coronavirus disease 2019 in a 2019-novel coronavirus-related coronavirus model.	2021-01-25 00:00:00	sars-cov-2 beta variant
56	2021.03.03.433597	Maturation signatures of conventional dendritic cells in COVID-19 reflect direct viral sensing	2021-03-03 00:00:00	sars-cov-2 beta variant
42	2020.02.22.951178	Spike protein binding prediction with neutralizing antibodies of SARS-CoV-2	2020-02-27 00:00:00	sars-cov-2 beta variant
6	2020.06.17.20133355	Stay-at-Home Orders, African American Population, Poverty and State-level Covid-19 Infections: Are there associations?	2020-06-19 00:00:00	sars-cov-2 beta variant
58	pmid32856063	Clinical courses and outcomes of five patients with primary lung cancer surgically treated while affected by Severe acute respiratory syndrome coronavirus 2.	2020-05-19 00:00:00	sars-cov-2 beta variant
23	2021.02.23.21251891	Evidence of long-lasting humoral and cellular immunity against SARS-CoV-2 even in elderly COVID-19 convalescents showing a mild to moderate disease progression	2021-02-24 00:00:00	sars-cov-2 gamma variant
66	pmid33805411	Genomic Intelligence as Über Bio-Cybersecurity: The Gödel Sentence in Immuno-Cognitive Systems.	2021-02-20 00:00:00	sars-cov-2 gamma variant
43	pmid32776617	COVID-19 as a Blood Clotting Disorder Masquerading as a Respiratory Illness: A Cerebrovascular Perspective and Therapeutic Implications for Stroke Thrombectomy.	2020-07-26 00:00:00	sars-cov-2 beta variant
51	pmid34178570	Fractional Model with Social Distancing Parameter for Early Estimation of COVID-19 Spread.	2021-06-29 00:00:00	sars-cov-2 beta variant
85	pmid33838985	Combined intravenous immunoglobulin and baricitinib treatment for severe COVID-19 with rhabdomyolysis: A case report.	2021-03-15 00:00:00	sars-cov-2 gamma variant
41	2021.04.12.438219	LRR protein RNH1 inhibits inflammasome activation through proteasome-mediated degradation of Caspase-1 and is associated with adverse clinical outcomes in COVID-19 patients.	2021-04-12 00:00:00	sars-cov-2 beta variant
8	pmid32504943	The utility of beta-2-microglobulin testing as a human cellular control in COVID-19 testing.	2021-01-10 00:00:00	sars-cov-2 beta variant
52	pmid34232823	The blood-gas barrier in COVID-19: an overview of the effects of SARS-CoV-2 infection on the alveolar epithelial and endothelial cells of the lung.	2021-07-07 00:00:00	sars-cov-2 beta variant
54	pmid33383171	Viral Myocarditis: 1917-2020: From the Influenza A to the COVID-19 Pandemics.	2020-12-03 00:00:00	sars-cov-2 beta variant
86	pmid33567992	Antiretroviral Laboratory Monitoring and Implications for HIV Clinical Care in the Era of COVID-19 and Beyond.	2021-02-11 00:00:00	sars-cov-2 beta variant
4	pmid33548839	Evaluating the effects of cardiometabolic exposures on circulating proteins which may contribute to severe SARS-CoV-2.	2020-12-14 00:00:00	sars-cov-2 beta variant
59	pmid33884411	Is Point-of-Care testing feasible and safe in care homes in England? An exploratory usability and accuracy evaluation of a Point-of-Care Polymerase Chain Reaction test for SARS-COV-2.	2021-02-03 00:00:00	sars-cov-2 kappa variant
79	pmid32532939	The rationale for Low-Molecular Weight Heparin (LMWH) use in SARS-CoV-2 infection	2020-06-22 00:00:00	sars-cov-2 beta variant
11	2020.06.08.20125484	An analysis of SARS-CoV-2 viral load by patient age	2020-06-09 00:00:00	sars-cov-2 gamma variant
63	2020.11.03.367516	The translational landscape of SARS-CoV-2 and infected cells	2020-11-05 00:00:00	sars-cov-2 beta variant
83	pmid32685293	YouTube as a Source of Medical and Epidemiological Information During COVID-19 Pandemic: A Cross-Sectional Study of Content Across Six Languages Around the Globe.	2020-09-28 00:00:00	sars-cov-2 kappa variant
36	2021.05.25.445649	Divergent early antibody responses define COVID-19 disease trajectories	2021-05-25 00:00:00	sars-cov-2 gamma variant
46	pmid32547889	Air transportation, population density and temperature predict the spread of COVID-19 in Brazil.	2020-09-28 00:00:00	sars-cov-2 beta variant
95	2021.03.26.21253645	Monozygotic twins discordant for severe clinical recurrence of COVID-19 show drastically distinct T cell responses to SARS-Cov-2	2021-03-28 00:00:00	sars-cov-2 gamma variant
21	pmid32275260	Protection and disinfection policies against SARS-CoV-2 (COVID-19).	2020-04-15 00:00:00	sars-cov-2 beta variant
78	pmid32651938	Impact of COVID-19 on liver function: results from an internal medicine unit in Northern Italy.	2021-01-21 00:00:00	sars-cov-2 gamma variant
68	pmid32710250	Incidence, risk factors, and prognosis of abnormal liver biochemical tests in COVID-19 patients: a systematic review and meta-analysis.	2020-10-30 00:00:00	sars-cov-2 gamma variant
76	pmid33059564	The undiscovered potential of essential oils for treating SARS-CoV-2 (COVID- 19).	2020-08-24 00:00:00	sars-cov-2 beta variant
84	2021.03.23.21254171	SARS-CoV-2 N gene dropout and N gene Ct value shift as indicator for the presence of B.1.1.7 lineage in a widely used commercial multiplex PCR assay	2021-03-26 00:00:00	sars-cov-2 delta variant
95	2020.12.09.20246520	Impact of Nasopharyngeal Specimen Quality on SARS-CoV-2 Test Performance	2020-12-11 00:00:00	sars-cov-2 beta variant
54	pmid33159646	The Role and Therapeutic Potential of NF-kappa-B Pathway in Severe COVID-19 Patients.	2020-11-13 00:00:00	sars-cov-2 kappa variant
89	pmid33025993	Discovery of potent inhibitors for SARS-CoV-2's main protease by ligand-based/structure-based virtual screening, MD simulations, and binding energy calculations.	2020-10-28 00:00:00	sars-cov-2 delta variant
64	pmid33587678	COVID-19 pandemic and mental health in Lebanon: a cross-sectional study.	2021-02-15 00:00:00	sars-cov-2 beta variant
74	pmid32751633	Racial Disparities-Associated COVID-19 Mortality among Minority Populations in the US.	2020-07-25 00:00:00	sars-cov-2 beta variant
57	pmid33464122	Review of the use of nasal and oral antiseptics during a global pandemic.	2021-01-26 00:00:00	sars-cov-2 iota variant
96	pmid33814778	Spectrum of chest CT manifestations of coronavirus disease (COVID-19): A pictorial essay.	2020-05-04 00:00:00	sars-cov-2 beta variant
67	pmid33131980	The importance of early use of beta blockers and gastric decontamination in caffeine overdose: A case report.	2020-09-13 00:00:00	sars-cov-2 beta variant
93	pmid34164517	Association between tachyarrhythmia and mortality in a cohort of critically ill patients with coronavirus disease 2019 (COVID-19).	2021-06-25 00:00:00	sars-cov-2 beta variant
10	pmid34205992	An Immunoinformatics Approach for SARS-CoV-2 in Latam Populations and Multi-Epitope Vaccine Candidate Directed towards the World's Population.	2021-04-21 00:00:00	sars-cov-2 beta variant
22	pmid33818465	An overview of preclinical animal models for SARS-CoV-2 pathogenicity.	2021-04-06 00:00:00	sars-cov-2 beta variant
89	2021.07.06.451227	T-CoV: a comprehensive portal of HLA-peptide interactions affected by SARS-CoV-2 mutations	2021-07-07 00:00:00	sars-cov-2 delta variant
95	pmid33994815	Relationship Between Risk Perception, Social Support, and Mental Health Among General Chinese Population During the COVID-19 Pandemic.	2021-05-18 00:00:00	sars-cov-2 beta variant
15	pmid32298767	COVID-19: Abnormal liver function tests.	2020-04-07 00:00:00	sars-cov-2 gamma variant
41	pmid33500262	Covid-19: New UK variant may be linked to increased death rate, early data indicate.	2021-01-27 00:00:00	sars-cov-2 alpha variant
78	2020.06.19.154930	SARS-CoV-2 growth, furin-cleavage-site adaptation and neutralization using serum from acutely infected, hospitalized COVID-19 patients	2020-06-20 00:00:00	sars-cov-2 beta variant
87	pmid33317358	β-Thalassemia Major and Coronavirus-19, Mortality and Morbidity: a Systematic Review Study.	2020-12-15 00:00:00	sars-cov-2 beta variant
80	2020.05.28.120162	Plasmin cascade mediates thrombolytic events in SARS-CoV-2 infection via complement and platelet-activating systems	2020-05-29 00:00:00	sars-cov-2 beta variant
16	2020.09.25.20195818	Broad SARS-CoV-2 cell tropism and immunopathology in lung tissues from fatal COVID-19	2020-09-29 00:00:00	lineage b.1.429
92	pmid32613877	Oropharyngeal Secretion as Alternative for SARS-CoV-2 Detection.	2020-08-31 00:00:00	sars-cov-2 kappa variant
22	pmid34182775	Diverse Humoral Immune Responses in Younger and Older Adult COVID-19 Patients.	2021-06-29 00:00:00	sars-cov-2 gamma variant
