	_id	topicCategory
2974	pmid33350012	Behavioral Research
2975	pmid32945570	Behavioral Research
2976	pmid32584101	Behavioral Research
2977	pmid32588499	Behavioral Research
2978	pmid33558165	Behavioral Research
2979	pmid33715099	Behavioral Research
2980	pmid33516977	Behavioral Research
2981	pmid33645272	Behavioral Research
2982	pmid33467131	Behavioral Research
2983	pmid32842622	Behavioral Research
2984	pmid33771392	Behavioral Research
2985	pmid32891326	Behavioral Research
2986	pmid32376262	Behavioral Research
2987	pmid33261933	Behavioral Research
2988	pmid32658360	Behavioral Research
2989	pmid33742586	Behavioral Research
2990	pmid32545240	Behavioral Research
2991	pmid32586628	Behavioral Research
2992	pmid33726571	Behavioral Research
2993	pmid32334063	Behavioral Research
2994	pmid32449754	Behavioral Research
2995	pmid32660568	Behavioral Research
2996	pmid33393520	Behavioral Research
2997	pmid33606656	Behavioral Research
2998	pmid33041204	Behavioral Research
2999	pmid33077980	Behavioral Research
3000	pmid33371799	Behavioral Research
3001	pmid33677103	Behavioral Research
3002	pmid32442894	Behavioral Research
3003	pmid33034257	Behavioral Research
3004	pmid32600460	Behavioral Research
3005	pmid32679206	Behavioral Research
3006	pmid33277297	Behavioral Research
3007	pmid32750012	Behavioral Research
3008	pmid33442903	Behavioral Research
3009	pmid33833211	Behavioral Research
3010	pmid33706737	Behavioral Research
3011	pmid33175583	Behavioral Research
3012	pmid33467041	Behavioral Research
3013	pmid33815233	Behavioral Research
3014	pmid33752503	Behavioral Research
3015	pmid32766087	Behavioral Research
3016	pmid33622422	Behavioral Research
3017	pmid33466938	Behavioral Research
3018	pmid33320191	Behavioral Research
3019	pmid33557193	Behavioral Research
3020	pmid33647590	Behavioral Research
3021	pmid33257593	Behavioral Research
3022	pmid33574150	Behavioral Research
3023	pmid33094891	Behavioral Research
3024	pmid32991230	Behavioral Research
3025	pmid33622957	Behavioral Research
3026	pmid33126820	Behavioral Research
3027	pmid33012342	Behavioral Research
3028	pmid33729846	Behavioral Research
3029	pmid32938502	Behavioral Research
3030	pmid33463098	Behavioral Research
3031	pmid33503049	Behavioral Research
3032	pmid33435661	Behavioral Research
3033	pmid33027239	Behavioral Research
3034	pmid32983403	Behavioral Research
3035	pmid32812358	Behavioral Research
3036	pmid33100644	Behavioral Research
3037	pmid32782053	Behavioral Research
3038	pmid33362332	Behavioral Research
3039	pmid32688427	Behavioral Research
3040	pmid32697172	Behavioral Research
3041	pmid32987390	Behavioral Research
3042	pmid32836304	Behavioral Research
3043	pmid33059300	Behavioral Research
3044	pmid32480361	Behavioral Research
3045	pmid33257917	Behavioral Research
3046	pmid33466487	Behavioral Research
3047	pmid33231819	Behavioral Research
3048	pmid33029678	Behavioral Research
3049	pmid33725772	Behavioral Research
3050	pmid33132937	Behavioral Research
3051	pmid33688245	Behavioral Research
3052	pmid33636674	Behavioral Research
3053	pmid32705775	Behavioral Research
3054	pmid32992744	Behavioral Research
3055	pmid33043889	Behavioral Research
3056	pmid33304963	Behavioral Research
3057	pmid33650198	Behavioral Research
3058	pmid33517438	Behavioral Research
3059	pmid32532802	Behavioral Research
3060	pmid33384427	Behavioral Research
3061	pmid32388083	Behavioral Research
3062	pmid33725566	Behavioral Research
3063	pmid33609986	Behavioral Research
3064	pmid33156811	Behavioral Research
3065	pmid33734213	Behavioral Research
3066	pmid32835057	Behavioral Research
3067	pmid32566762	Behavioral Research
3068	pmid33758485	Behavioral Research
3069	pmid33031476	Behavioral Research
3070	pmid33522340	Behavioral Research
3071	pmid33173273	Behavioral Research
3072	pmid33041706	Behavioral Research
3073	pmid32920373	Behavioral Research
3074	pmid32349253	Behavioral Research
3075	pmid33510680	Behavioral Research
3076	pmid32951994	Behavioral Research
3077	pmid33606658	Behavioral Research
3078	pmid33754481	Behavioral Research
3079	pmid32311811	Behavioral Research
3080	pmid33709638	Behavioral Research
3081	pmid33548496	Behavioral Research
3082	pmid33215987	Behavioral Research
3083	pmid33310417	Behavioral Research
3084	pmid32468988	Behavioral Research
3085	pmid33148157	Behavioral Research
3086	pmid32927291	Behavioral Research
3087	pmid33503168	Behavioral Research
3088	pmid33627572	Behavioral Research
3089	pmid32484735	Behavioral Research
3090	pmid33558796	Behavioral Research
3091	pmid32251853	Behavioral Research
3092	pmid32697713	Behavioral Research
3093	pmid32845533	Behavioral Research
3094	pmid33740705	Behavioral Research
3095	pmid32523258	Behavioral Research
3096	pmid33273815	Behavioral Research
3097	pmid32898342	Behavioral Research
3098	pmid33128108	Behavioral Research
3099	pmid33357611	Behavioral Research
3100	pmid33008374	Behavioral Research
3101	pmid32928535	Behavioral Research
3102	pmid32864423	Behavioral Research
3103	pmid33336403	Behavioral Research
3104	pmid33454159	Behavioral Research
3105	pmid32457932	Behavioral Research
3106	pmid32726250	Behavioral Research
3107	pmid32567466	Behavioral Research
3108	pmid33264065	Behavioral Research
3109	pmid32430088	Behavioral Research
3110	pmid33183506	Behavioral Research
3111	pmid33475148	Behavioral Research
3112	pmid33762360	Behavioral Research
3113	pmid33434048	Behavioral Research
3114	pmid33312138	Behavioral Research
3115	pmid33708158	Behavioral Research
3116	pmid33025850	Behavioral Research
3117	pmid32395849	Behavioral Research
3118	pmid32773877	Behavioral Research
3119	pmid33362362	Behavioral Research
3120	pmid33523745	Behavioral Research
3121	pmid33065821	Behavioral Research
3122	pmid33645323	Behavioral Research
3123	pmid33178088	Behavioral Research
3124	pmid32849111	Behavioral Research
3125	pmid32619838	Behavioral Research
3126	pmid33077982	Behavioral Research
3127	pmid33081456	Behavioral Research
3128	pmid32364347	Behavioral Research
3129	pmid33038562	Behavioral Research
3130	pmid33546511	Behavioral Research
3131	pmid33502998	Behavioral Research
3132	pmid32867224	Behavioral Research
3133	pmid33428753	Behavioral Research
3134	pmid33126993	Behavioral Research
3135	pmid33792374	Behavioral Research
3136	pmid33529226	Behavioral Research
3137	pmid32531626	Behavioral Research
3138	pmid33078080	Behavioral Research
3139	pmid33669796	Behavioral Research
3140	pmid33824551	Behavioral Research
3141	pmid33584093	Behavioral Research
3142	pmid33536545	Behavioral Research
3143	pmid33806553	Behavioral Research
3144	pmid32837506	Behavioral Research
3145	pmid32605506	Behavioral Research
3146	pmid33576307	Behavioral Research
3147	pmid33090258	Behavioral Research
3148	pmid33386439	Behavioral Research
3149	pmid32830396	Behavioral Research
3150	pmid33167810	Behavioral Research
3151	pmid32750003	Behavioral Research
3152	pmid33362921	Behavioral Research
3153	pmid33580590	Behavioral Research
3154	pmid33126634	Behavioral Research
3155	pmid33242819	Behavioral Research
3156	pmid32812389	Behavioral Research
3157	pmid33250859	Behavioral Research
3158	pmid33566891	Behavioral Research
3159	pmid33335434	Behavioral Research
3160	pmid33632632	Behavioral Research
3161	pmid33321076	Behavioral Research
3162	pmid33614903	Behavioral Research
3163	pmid33098401	Behavioral Research
3164	pmid33210281	Behavioral Research
3165	pmid32538648	Behavioral Research
3166	pmid33368236	Behavioral Research
3167	pmid33146317	Behavioral Research
3168	pmid33118506	Behavioral Research
3169	pmid32250235	Behavioral Research
3170	pmid33490851	Behavioral Research
3171	pmid33004223	Behavioral Research
3172	pmid32855288	Behavioral Research
3173	pmid33586828	Behavioral Research
3174	pmid33704170	Behavioral Research
3175	pmid33241555	Behavioral Research
3176	pmid33375944	Behavioral Research
3177	pmid33673755	Behavioral Research
3178	pmid32201354	Behavioral Research
3179	pmid33263960	Behavioral Research
3180	pmid33770275	Behavioral Research
3181	pmid33821112	Behavioral Research
3182	pmid33330330	Behavioral Research
3183	pmid33365216	Behavioral Research
3184	pmid32782063	Behavioral Research
3185	pmid33170415	Behavioral Research
3186	pmid32653848	Behavioral Research
3187	pmid33022993	Behavioral Research
3188	pmid33573570	Behavioral Research
3189	pmid33262967	Behavioral Research
3190	pmid33227938	Behavioral Research
3191	pmid33806641	Behavioral Research
3192	pmid33801257	Behavioral Research
3193	pmid32915701	Behavioral Research
3194	pmid33411894	Behavioral Research
3195	pmid33114350	Behavioral Research
3196	pmid32743025	Behavioral Research
3197	pmid33101890	Behavioral Research
3198	pmid33425265	Behavioral Research
3199	pmid32674654	Behavioral Research
3200	pmid33424201	Behavioral Research
3201	pmid33516424	Behavioral Research
3202	pmid32965402	Behavioral Research
3203	pmid32866856	Behavioral Research
3204	pmid33759311	Behavioral Research
3205	pmid33741147	Behavioral Research
3206	pmid33029822	Behavioral Research
3207	pmid32375011	Behavioral Research
3208	pmid33818036	Behavioral Research
3209	pmid33562994	Behavioral Research
3210	pmid33769153	Behavioral Research
3211	pmid33598540	Behavioral Research
3212	pmid33687136	Behavioral Research
3213	pmid33331195	Behavioral Research
3214	pmid33562427	Behavioral Research
3215	pmid32491096	Behavioral Research
3216	pmid33262671	Behavioral Research
3217	pmid33153198	Behavioral Research
3218	pmid32549334	Behavioral Research
3219	pmid32815248	Behavioral Research
3220	pmid32899534	Behavioral Research
3221	pmid33105169	Behavioral Research
3222	pmid32438840	Behavioral Research
3223	pmid33727905	Behavioral Research
3224	pmid32318915	Behavioral Research
3225	pmid33813649	Behavioral Research
3226	pmid32541542	Behavioral Research
3227	pmid32997683	Behavioral Research
3228	pmid32433364	Behavioral Research
3229	pmid33052920	Behavioral Research
3230	pmid33412831	Behavioral Research
3231	pmid33101103	Behavioral Research
3232	pmid33764202	Behavioral Research
3233	pmid33275385	Behavioral Research
3234	pmid33463044	Behavioral Research
3235	pmid33588706	Behavioral Research
3236	pmid33525214	Behavioral Research
3237	pmid32826279	Behavioral Research
3238	pmid32799381	Behavioral Research
3239	pmid32963773	Behavioral Research
3240	pmid32612565	Behavioral Research
3241	pmid33172844	Behavioral Research
3242	pmid32538004	Behavioral Research
3243	pmid32617382	Behavioral Research
3244	pmid32721500	Behavioral Research
3245	pmid33773962	Behavioral Research
3246	pmid33007463	Behavioral Research
3247	pmid32271942	Behavioral Research
3248	pmid32738144	Behavioral Research
3249	pmid32746608	Behavioral Research
3250	pmid33261711	Behavioral Research
3251	pmid33653426	Behavioral Research
3252	pmid32712069	Behavioral Research
3253	pmid32623792	Behavioral Research
3254	pmid33445081	Behavioral Research
3255	pmid32801078	Behavioral Research
3256	pmid32787399	Behavioral Research
3257	pmid32955079	Behavioral Research
3258	pmid33816415	Behavioral Research
3259	pmid33554942	Behavioral Research
3260	pmid32863388	Behavioral Research
3261	pmid33605010	Behavioral Research
3262	pmid33321378	Behavioral Research
3263	pmid32836877	Behavioral Research
3264	pmid32747800	Behavioral Research
3265	pmid33729019	Behavioral Research
3266	pmid33118926	Behavioral Research
3267	pmid33820717	Behavioral Research
3268	pmid32420521	Behavioral Research
3269	pmid33394004	Behavioral Research
3270	pmid33300996	Behavioral Research
3271	pmid33271724	Behavioral Research
3272	pmid33592433	Behavioral Research
3273	pmid33303461	Behavioral Research
3274	pmid32947271	Behavioral Research
3275	pmid33721506	Behavioral Research
3276	pmid33098796	Behavioral Research
3277	pmid33272247	Behavioral Research
3278	pmid32772880	Behavioral Research
3279	pmid33821093	Behavioral Research
3280	pmid33063553	Behavioral Research
3281	pmid32369624	Behavioral Research
3282	pmid33045190	Behavioral Research
3283	pmid33334655	Behavioral Research
3284	pmid33477076	Behavioral Research
3285	pmid33769923	Behavioral Research
3286	pmid32775241	Behavioral Research
3287	pmid32983429	Behavioral Research
3288	pmid32379056	Behavioral Research
3289	pmid32761149	Behavioral Research
3290	pmid33280398	Behavioral Research
3291	pmid33193769	Behavioral Research
3292	pmid33178069	Behavioral Research
3293	pmid33614024	Behavioral Research
3294	pmid33795912	Behavioral Research
3295	pmid33744395	Behavioral Research
3296	pmid32826620	Behavioral Research
3297	pmid32656281	Behavioral Research
3298	pmid33425944	Behavioral Research
3299	pmid32594966	Behavioral Research
3300	pmid32349886	Behavioral Research
3301	pmid32834280	Behavioral Research
3302	pmid33051223	Behavioral Research
3303	pmid32519383	Behavioral Research
3304	pmid33550103	Behavioral Research
3305	pmid33306897	Behavioral Research
3306	pmid32756931	Behavioral Research
3307	pmid32984470	Behavioral Research
3308	pmid33781286	Behavioral Research
3309	pmid32552511	Behavioral Research
3310	pmid33662324	Behavioral Research
3311	pmid33062202	Behavioral Research
3312	pmid32853914	Behavioral Research
3313	pmid32762551	Behavioral Research
3314	pmid32645185	Behavioral Research
3315	pmid32563108	Behavioral Research
3316	pmid33410143	Behavioral Research
3317	pmid33450120	Behavioral Research
3318	pmid32912355	Behavioral Research
3319	pmid33761867	Behavioral Research
3320	pmid32858475	Behavioral Research
3321	pmid33543895	Behavioral Research
3322	pmid32496094	Behavioral Research
3323	pmid33679471	Behavioral Research
3324	pmid33571838	Behavioral Research
3325	pmid32629726	Behavioral Research
3326	pmid33109448	Behavioral Research
3327	pmid32549122	Behavioral Research
3328	pmid33360713	Behavioral Research
3329	pmid32779816	Behavioral Research
3330	pmid33608084	Behavioral Research
3331	pmid33083522	Behavioral Research
3332	pmid32853014	Behavioral Research
3333	pmid32684752	Behavioral Research
3334	pmid33191905	Behavioral Research
3335	pmid33771122	Behavioral Research
3336	pmid33604325	Behavioral Research
3337	pmid33474960	Behavioral Research
3338	pmid33810905	Behavioral Research
3339	pmid32432541	Behavioral Research
3340	pmid32896177	Behavioral Research
3341	pmid33642319	Behavioral Research
3342	pmid33373987	Behavioral Research
3343	pmid33280674	Behavioral Research
3344	pmid33488489	Behavioral Research
3345	pmid33637312	Behavioral Research
3346	pmid32645970	Behavioral Research
3347	pmid32590015	Behavioral Research
3348	pmid33196787	Behavioral Research
3349	pmid33255768	Behavioral Research
3350	pmid32840847	Behavioral Research
3351	pmid33819733	Behavioral Research
3352	pmid33375442	Behavioral Research
3353	pmid33198840	Behavioral Research
3354	pmid32361216	Behavioral Research
3355	pmid33837684	Behavioral Research
3356	pmid32834208	Behavioral Research
3357	pmid33116688	Behavioral Research
3358	pmid32658022	Behavioral Research
3359	pmid33795936	Behavioral Research
3360	pmid33220190	Behavioral Research
3361	pmid33271447	Behavioral Research
3362	pmid33313670	Behavioral Research
3363	pmid33258565	Behavioral Research
3364	pmid33101154	Behavioral Research
3365	pmid32927290	Behavioral Research
3366	pmid33519654	Behavioral Research
3367	pmid32769778	Behavioral Research
3368	pmid32489144	Behavioral Research
3369	pmid33669480	Behavioral Research
3370	pmid33799197	Behavioral Research
3371	pmid33746182	Behavioral Research
3372	pmid33612430	Behavioral Research
3373	pmid33527072	Behavioral Research
3374	pmid33441367	Behavioral Research
3375	pmid32415733	Behavioral Research
3376	pmid32922783	Behavioral Research
3377	pmid33723465	Behavioral Research
3378	pmid33786389	Behavioral Research
3379	pmid33566879	Behavioral Research
3380	pmid33777253	Behavioral Research
3381	pmid33780416	Behavioral Research
